,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.19149210453033447,0.316207546781134,0.1035325288772583,0.0006703089268325074,gini,1,10,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.7504737839545167,0.7504737839545167,0.7504737839545167,0.7504737839545167,0.7504737839545167,0.7504737839545167,0.7503949447077409,0.7503949447077409,0.7503949447077409,0.7506321112515802,0.7504659611435792,6.56411654238821e-05,84
1,0.36279072761535647,0.060122149232819236,0.10474812984466553,0.0016870438555488573,gini,1,50,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.7741629816803538,0.7722678458622868,0.7728995578016424,0.7694251421351863,0.7754264055590651,0.7741629816803538,0.7740916271721959,0.7718799368088468,0.7728278041074249,0.7689633375474083,0.7726109619333439,0.0019791557253717785,82
2,0.48227834701538086,0.11199125554362832,0.10485985279083251,0.0025688231789015798,gini,1,100,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.7504737839545167,0.7504737839545167,0.7504737839545167,0.7504737839545167,0.7504737839545167,0.7504737839545167,0.7503949447077409,0.7503949447077409,0.7503949447077409,0.7506321112515802,0.7504659611435792,6.56411654238821e-05,84
3,0.777957272529602,0.0245423810026154,0.10309820175170899,0.00043575921999936066,gini,1,200,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 200}",0.7504737839545167,0.7504737839545167,0.7504737839545167,0.7504737839545167,0.7504737839545167,0.7624763108022742,0.7639810426540284,0.7570300157977883,0.7563981042654029,0.761378002528445,0.7553625019744116,0.0053331045394611,83
4,0.0935518980026245,0.004721614869991945,0.10356817245483399,0.0003132966043973111,gini,3,10,"{'criterion': 'gini', 'max_depth': 3, 'n_estimators': 10}",0.8231206569804169,0.8316487681617183,0.824699936828806,0.8190145293746052,0.8307012002526848,0.8243840808591283,0.8236966824644549,0.8271721958925751,0.8246445497630331,0.8242730720606827,0.825335649976307,0.003499990578747387,73
5,0.3281376838684082,0.006923893936084675,0.10345914363861083,0.0005533929469176982,gini,3,50,"{'criterion': 'gini', 'max_depth': 3, 'n_estimators': 50}",0.810170562223626,0.8085912823752369,0.8171193935565382,0.8054327226784587,0.8190145293746052,0.819330385344283,0.8082148499210111,0.8116903633491311,0.8104265402843602,0.8021491782553729,0.8112146580319065,0.005431323004471637,79
6,0.602944302558899,0.017270387474764583,0.10363636016845704,0.00022090116827275398,gini,3,100,"{'criterion': 'gini', 'max_depth': 3, 'n_estimators': 100}",0.819330385344283,0.8231206569804169,0.8199620972836387,0.8145925457991156,0.8272267845862287,0.8231206569804169,0.8218009478672986,0.8252764612954187,0.818957345971564,0.8195322376738305,0.8212920549676197,0.0034220016450696587,75
7,1.1282384157180787,0.07018375400603591,0.10324480533599853,0.00023756449906016473,gini,3,200,"{'criterion': 'gini', 'max_depth': 3, 'n_estimators': 200}",0.8215413771320278,0.8303853442830069,0.8221730890713834,0.8161718256475048,0.8307012002526848,0.8259633607075174,0.822432859399684,0.8268562401263823,0.8218009478672986,0.820480404551201,0.8238508924340546,0.004333916445600759,74
8,0.11075904369354247,0.012584265577772261,0.10345375537872314,0.000350929378886528,gini,5,10,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.8370183196462413,0.8452305748578648,0.8401768793430195,0.8398610233733418,0.8477574226152874,0.841124447252053,0.8372827804107424,0.8473933649289099,0.8429699842022117,0.8413400758533502,0.8420154793871426,0.0036025751684209224,71
9,0.3829970836639404,0.008179412802673787,0.1041982889175415,0.0014979353108985705,gini,5,50,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.8382817435249527,0.8487049905243209,0.844914718888187,0.841124447252053,0.85028427037271,0.8423878711307644,0.8398104265402844,0.8483412322274881,0.841390205371248,0.8460809102402023,0.8441320486495024,0.003916700931153468,68
10,0.713524055480957,0.013070884240884836,0.10351150035858155,0.00045460231543969625,gini,5,100,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.8398610233733418,0.8496525584333544,0.844914718888187,0.84301958307012,0.85028427037271,0.8414403032217309,0.8407582938388626,0.8489731437598736,0.8404423380726699,0.8473451327433629,0.8446690886115937,0.003892787035156317,65
11,1.3715125799179078,0.01564042536354986,0.10351042747497559,0.0005566687927921389,gini,5,200,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 200}",0.8395451674036639,0.8499684144030322,0.8452305748578648,0.8423878711307644,0.8487049905243209,0.841124447252053,0.8401263823064771,0.8492890995260663,0.8404423380726699,0.8470290771175727,0.8443847733375454,0.003915595030724995,66
12,0.12655947208404542,0.008920342097162378,0.10379564762115479,0.00018077811860977127,gini,7,10,"{'criterion': 'gini', 'max_depth': 7, 'n_estimators': 10}",0.844914718888187,0.8524952621604548,0.8493367024636765,0.839229311433986,0.8547062539481997,0.8471257106759318,0.846129541864139,0.8552922590837283,0.8489731437598736,0.8511378002528445,0.8489338177223188,0.004614490243650996,63
13,0.4526124715805054,0.012710903869528455,0.10352535247802734,0.0003778665184028674,gini,7,50,"{'criterion': 'gini', 'max_depth': 7, 'n_estimators': 50}",0.8461781427668983,0.8553379658875553,0.8506001263423879,0.8490208464939988,0.8581806696146557,0.8487049905243209,0.8458135860979463,0.8559241706161137,0.8473933649289099,0.8539823008849557,0.8511135681566893,0.004193989840560687,60
